euid,eusub,stage,year,month,day,type,ctgy,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20,seg21,seg22,seg23,seg24,seg25,seg26,seg27,seg28,seg29,seg30,seg31,seg32,seg33,seg34,seg35,seg36,seg37,seg38,seg39,seg40,seg41,seg42,seg43,seg44,seg45,seg46,seg47,seg48,source,update_date
0300111041175005200301,DK00001,1,2024,10,2,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.300000,0.300000,0.500000,0.700000,0.500000,0.700000,0.700000,0.700000,0.700000,0.900000,0.700000,0.700000,0.500000,0.700000,0.700000,0.400000,0.300000,0.400000,0.700000,0.300000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41110202410022330000000.zip,"2024-10-02 16:03:03"
0300111041175005200301,DK00001,1,2024,10,3,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41110202410032330000000.zip,"2024-10-03 16:03:03"
0300111041175005200301,DK00001,1,2024,10,4,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,W41110202410042330000000.zip,"2024-10-04 16:03:03"
0300111041175005200301,DK00001,1,2024,10,5,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.300000,0.500000,0.200000,0.200000,0.500000,0.500000,0.300000,0.300000,0.200000,0.500000,0.600000,0.200000,0.300000,0.200000,0.500000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41110202410052330000000.zip,"2024-10-05 16:03:03"
0300111041175005200301,DK00001,1,2024,10,6,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.200000,0.200000,0.300000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,W41110202410062330000000.zip,"2024-10-06 16:03:03"
0300111041175005200301,DK00001,1,2024,10,7,1,3,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.000000,0.200000,0.300000,0.600000,0.500000,0.600000,0.600000,0.900000,1.000000,0.800000,0.900000,0.800000,0.500000,0.400000,0.400000,0.400000,0.600000,0.300000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,W41110202410072330000000.zip,"2024-10-07 16:03:03"
0300111041175005200301,DK00001,1,2024,10,8,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.300000,0.500000,0.200000,0.300000,0.300000,0.400000,0.300000,0.300000,0.500000,0.200000,0.200000,0.500000,0.300000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41110202410082330000000.zip,"2024-10-08 16:03:03"
0300111041175005200301,DK00001,1,2024,10,9,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.400000,0.400000,0.200000,0.200000,0.400000,0.200000,0.200000,0.200000,0.300000,0.300000,0.200000,0.200000,0.500000,0.200000,0.300000,0.300000,0.300000,0.200000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41110202410092330000000.zip,"2024-10-09 16:03:03"
0300111041175005200301,DK00001,1,2024,10,10,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41110202410102330000000.zip,"2024-10-10 16:03:03"
0300111041175005200301,DK00001,1,2024,10,11,1,3,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.400000,0.300000,0.200000,0.200000,0.100000,0.200000,0.400000,0.300000,0.200000,0.200000,0.200000,0.300000,0.200000,0.300000,0.400000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41110202410112330000000.zip,"2024-10-11 16:03:03"
0300111041175005200301,DK00001,1,2024,10,12,1,3,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.100000,0.400000,0.200000,0.400000,0.300000,0.200000,0.400000,0.800000,0.500000,0.300000,0.300000,0.400000,0.600000,0.400000,0.700000,0.300000,0.200000,0.300000,0.400000,0.200000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,W41110202410122330000000.zip,"2024-10-12 16:03:03"
0300111041175005200301,DK00001,1,2024,10,13,1,3,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.300000,0.400000,0.200000,0.100000,0.200000,0.600000,0.300000,0.400000,0.300000,0.500000,0.300000,0.300000,0.300000,0.600000,0.600000,0.700000,0.300000,0.300000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41110202410132330000000.zip,"2024-10-13 16:03:03"
0300111041175005200301,DK00001,1,2024,10,14,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,W41110202410142330000000.zip,"2024-10-14 16:03:03"
0300111041175005200301,DK00001,1,2024,10,15,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,W41110202410152330000000.zip,"2024-10-15 16:03:03"
0300111041175005200301,DK00001,1,2024,10,16,1,3,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,W41110202410162330000000.zip,"2024-10-16 16:03:03"
0300111041175005200301,DK00001,1,2024,10,17,1,3,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41110202410172330000000.zip,"2024-10-17 16:03:03"
0300111041175005200301,DK00001,2,2024,9,18,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,W41120202409180000070000.zip,"2024-09-24 23:33:03"
0300111041175005200301,DK00001,2,2024,9,19,1,3,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.400000,0.500000,0.400000,0.600000,0.600000,0.700000,0.600000,0.600000,0.900000,1.000000,0.600000,0.500000,0.300000,0.300000,0.500000,0.400000,0.400000,0.400000,0.500000,0.400000,0.300000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41120202409190000070000.zip,"2024-09-25 23:33:04"
0300111041175005200301,DK00001,2,2024,9,20,1,3,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.700000,1.000000,0.800000,0.800000,0.900000,0.800000,0.900000,0.800000,0.900000,0.900000,0.600000,0.600000,0.800000,0.400000,0.400000,0.400000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,W41120202409200000070000.zip,"2024-09-26 23:03:04"
0300111041175005200301,DK00001,2,2024,9,21,1,3,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.500000,0.500000,0.600000,0.500000,0.400000,0.700000,0.500000,0.400000,0.300000,0.900000,0.500000,0.400000,0.300000,0.600000,0.300000,0.400000,0.500000,0.400000,0.400000,0.500000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,W41120202409210000070000.zip,"2024-09-27 23:03:05"
0300111041175005200301,DK00001,2,2024,9,22,1,3,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41120202409220000070000.zip,"2024-09-28 23:03:05"
0300111041175005200301,DK00001,2,2024,9,23,1,3,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.200000,0.000000,0.100000,0.000000,0.100000,0.100000,0.100000,0.300000,0.200000,0.500000,0.300000,0.300000,0.400000,0.600000,0.500000,0.600000,0.800000,0.600000,0.500000,0.500000,0.300000,0.600000,0.300000,0.300000,0.400000,0.500000,0.300000,0.300000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,W41120202409230000070000.zip,"2024-09-29 23:33:03"
0300111041175005200301,DK00001,2,2024,9,24,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.400000,0.200000,0.400000,0.500000,0.600000,0.300000,0.400000,0.300000,0.500000,0.400000,0.300000,0.400000,0.400000,0.300000,0.600000,0.500000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,W41120202409240000070000.zip,"2024-09-30 23:03:06"
0300111041175005200301,DK00001,2,2024,9,25,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41120202409250000070000.zip,"2024-10-01 23:03:06"
0300111041175005200301,DK00001,2,2024,9,26,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.300000,0.300000,0.300000,0.400000,0.400000,0.500000,0.700000,0.900000,0.600000,0.500000,0.700000,0.700000,0.400000,0.500000,0.600000,0.400000,0.300000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41120202409260000070000.zip,"2024-10-02 23:03:05"
0300111041175005200301,DK00001,2,2024,9,27,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,W41120202409270000070000.zip,"2024-10-03 23:03:05"
0300111041175005200301,DK00001,2,2024,9,28,1,3,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41120202409280000070000.zip,"2024-10-04 23:03:05"
0300111041175005200301,DK00001,2,2024,9,29,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.200000,0.300000,0.300000,0.300000,0.600000,0.500000,0.300000,0.400000,0.200000,0.500000,0.300000,0.500000,0.400000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41120202409290000070000.zip,"2024-10-05 23:33:04"
0300111041175005200301,DK00001,2,2024,9,30,1,3,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.400000,0.600000,0.500000,0.300000,0.400000,0.600000,0.400000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41120202409300000070000.zip,"2024-10-06 23:03:04"
0300111041175005200301,DK00001,2,2024,10,1,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.300000,0.400000,0.300000,0.300000,0.300000,0.500000,0.300000,0.300000,0.500000,0.500000,0.300000,0.600000,0.600000,0.300000,0.300000,0.200000,0.300000,0.400000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41120202410010000070000.zip,"2024-10-07 23:03:04"
0300111041175005200301,DK00001,2,2024,10,2,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.300000,0.300000,0.500000,0.700000,0.500000,0.700000,0.700000,0.700000,0.700000,0.900000,0.700000,0.700000,0.500000,0.700000,0.700000,0.400000,0.300000,0.400000,0.700000,0.300000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41120202410020000070000.zip,"2024-10-08 23:33:03"
0300111041175005200301,DK00001,2,2024,10,3,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,W41120202410030000070000.zip,"2024-10-09 23:03:05"
0300111041175005200301,DK00001,2,2024,10,4,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,W41120202410040000070000.zip,"2024-10-10 23:33:04"
0300111041175005200301,DK00001,2,2024,10,5,1,3,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.300000,0.500000,0.200000,0.200000,0.500000,0.500000,0.300000,0.300000,0.200000,0.500000,0.600000,0.200000,0.300000,0.200000,0.500000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41120202410050000070000.zip,"2024-10-11 23:03:05"
0300111041175005200301,DK00001,2,2024,10,6,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.200000,0.200000,0.300000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,W41120202410060000070000.zip,"2024-10-12 23:03:06"
0300111041175005200301,DK00001,2,2024,10,7,1,3,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.000000,0.100000,0.000000,0.200000,0.300000,0.600000,0.500000,0.600000,0.600000,0.900000,1.000000,0.800000,0.900000,0.800000,0.500000,0.400000,0.400000,0.400000,0.600000,0.300000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.200000,0.000000,0.100000,W41120202410070000070000.zip,"2024-10-13 23:03:06"
0300111041175005200301,DK00001,2,2024,10,8,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.300000,0.500000,0.200000,0.300000,0.300000,0.400000,0.300000,0.300000,0.500000,0.200000,0.200000,0.500000,0.300000,0.200000,0.200000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,W41120202410080000070000.zip,"2024-10-14 23:33:04"
0300111041175005200301,DK00001,2,2024,10,9,1,3,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.400000,0.400000,0.200000,0.200000,0.400000,0.200000,0.200000,0.200000,0.300000,0.300000,0.200000,0.200000,0.500000,0.200000,0.300000,0.300000,0.300000,0.200000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41120202410090000070000.zip,"2024-10-15 23:33:04"
0300111041175005200301,DK00001,2,2024,10,10,1,3,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,W41120202410100000070000.zip,"2024-10-16 23:33:03"
